"Subcallosal.Gyrus","Transverse.Temporal.Gyrus","Rectal.Gyrus","Fusiform.Gyrus","Inferior.Occipital.Gyrus","Inferior.Temporal.Gyrus","Parahippocampal.Gyrus","Lingual.Gyrus","Middle.Occipital.Gyrus","Orbital.Gyrus","Middle.Temporal.Gyrus","Superior.Temporal.Gyrus","Superior.Occipital.Gyrus","Precentral.Gyrus","Inferior.Frontal.Gyrus","Angular.Gyrus","Supramarginal.Gyrus","Cingulate.Gyrus","Middle.Frontal.Gyrus","Postcentral.Gyrus","Superior.Frontal.Gyrus","Medial.Frontal.Gyrus"
-5.21304835670786,8.80470297290953,-0.239239775565294,-2.42872595267849,-11.7515983850255,-5.98439555456874,-2.6396352680391,-1.28558181645679,-8.50003135813845,-0.411908601380216,-4.35628427863517,-1.43551327586159,-24.3714424544084,8.65215953291453,5.10865230810917,-11.4635913828463,0.570754477543484,4.20011099306291,2.1183427134649,6.76285943983582,2.64618947443829,-0.448923532272185
-3.25211819995234,8.75973197291478,-0.776109872699898,-1.90860827257279,-8.98033197210186,-4.12900921092388,-2.66983351795925,-0.945963996306692,-5.30763507878608,0.426779079137678,-3.27306326613359,-0.643693659484051,-18.371374576636,8.63931813083364,4.78784997654536,-9.91880573383987,3.28771755165545,5.79576583204115,2.87349485230296,6.31599174786793,4.04265240736246,1.05089201623732
-3.59907857645614,6.19683424335943,-0.412172785284176,-5.41760185891727,-2.59955985142615,-2.81907916033749,-7.80999463047226,-6.64540662651278,3.2340172752948,-0.696666269014845,-3.33984012820635,-2.18195412976459,-7.15537714209065,7.94762428830111,-0.181196618657732,-6.64582017100534,4.25345284036673,5.41138812500828,-0.00088205352675802,7.05985043197033,2.30916105624263,-1.44049484172908
-4.1879294862191,10.2760097842357,-1.41962851331795,2.58429328828174,3.85071797698585,1.19639459719192,-3.93011860558612,-0.613909707070391,3.15492570409822,-2.11734464583778,-3.10661486486379,-2.9002946867003,-13.5534501507788,9.27707800531871,2.62151252248765,-7.50463469433012,-3.15203965629746,1.40697787195913,0.605211995966012,6.44443549213049,0.715715421069844,-4.56308410616788
-5.62267092924127,1.27725859554354,-0.218677056801216,1.9870771690241,-0.219498486865808,-0.618587938335625,-3.27020544330064,-0.841473237980705,-3.55490979237645,-1.0798560513311,-3.92338747610534,-2.65871533029129,-22.4755936027006,4.3176792818863,4.02597739998116,-10.1552493038145,-6.64875993833823,-1.62746492710567,1.18177700078172,0.509746928347429,0.86231550184379,-6.22687577707875
-4.71230290552261,1.55058067728287,0.274181584266016,0.270749783310048,0.639790757018933,0.773973233079653,-0.940255143616194,0.751902780757584,-1.49548921412868,-0.531700485494855,2.2398420380685,1.8827839394628,-5.83180749785569,0.219428118004197,6.67219801382293,3.26233600054171,-1.30670800575442,-1.61194027218665,2.22881296091992,-0.994215259377944,1.77896129856489,-4.01186985446204
-5.44082541506314,-0.294023970546398,-0.725852590116249,-2.7046888688605,-3.39141429136009,-0.553921888562126,-3.99026770653273,-4.39378165085638,-2.73681256115862,-1.126377948329,-0.0569263223418619,-0.195796877438085,-15.7920918362445,-3.55767548632757,4.7901743640132,3.09812121873837,-7.06588385854697,-1.80644816328312,-1.27368012361915,-4.19745107104574,0.695652811232712,-4.01806633831767
-5.09123845786282,1.4134446520558,-0.59607957994801,-2.47923878748752,-4.29311363200289,-0.128273303260919,-0.610243132050062,-1.00852653282261,-1.69887983346659,-0.352588439833551,1.99630744266329,1.55554221900563,-11.896446617867,-1.12363153110936,4.82990645055132,0.432106350775786,-5.6162874967155,-0.150988600396034,-0.975702252835345,-0.989960506656272,3.19239003984764,1.02453477135434
-4.00254203392173,1.19298654508967,-0.970799385229276,-2.71289997257108,-4.14530726490918,0.255918988983204,-2.84018142016817,-1.81233186514092,-3.38169103105212,0.155068039991489,-0.150456666915999,-0.803198771205414,-5.36487184272288,-1.71844001634094,2.00139427343781,-2.35570860334661,-8.41791892026004,-3.85556158352453,-1.16725342672909,-1.38174356620932,-0.660827015590405,-2.34406652544582
-4.24873614323979,-0.245398291444975,-0.983012005960036,-0.8956724241112,-3.48799519007913,-0.55334501182969,-2.14008257088709,-0.455197647810931,-3.45524615391529,0.541691491146109,-1.99721865107973,-0.532019848071672,-12.5073675108122,1.53789905797755,3.83463783267261,-7.25532364362813,-6.71077812918083,-4.72016711266879,2.35166635469989,-0.482800249705003,-0.0839983550816611,-3.4438702287183
-4.58082078581701,0.398290142451819,-2.49741744214029,1.18244385789216,0.248822592487174,-0.457065305699664,-1.70994658420708,1.78287611916715,-0.819545202056408,-1.32501808636966,0.236021490172301,-0.000921011593261911,-11.3539336221353,-0.244614308153738,2.14963712825568,-5.73673877006927,-1.40486512347725,-5.19480518782908,1.75105709145166,-0.523130557143341,0.172876021374093,-5.26487633846334
-3.15579596165347,-2.76594815321982,-0.0889156937700427,1.44144887343907,-1.97485391720999,-0.658241892626583,-1.26977346012773,4.50188943579278,-1.21458817547527,0.349939307444161,-1.1307362431602,-1.41990226176976,-6.35457017669167,-1.70598011473469,1.25639216018696,-6.06995398266979,-2.79017990314975,-5.22947580900522,-0.359081216474094,-0.882734488524444,-0.570203886223205,-5.50708485468032
-2.12366167074907,-1.84811317846002,0.0528932391507057,0.821342622529586,-5.73902471917101,0.267125227389306,-1.12956319864943,3.22184230206685,-4.240375074172,0.0578636725875745,-1.42749185107716,-0.73896359860122,-8.66927717448195,-0.426198361765692,2.93490292846641,-7.39496928143,-6.07672246819834,-4.64417897619738,-0.868748569077025,3.098387956152,0.736761922126398,-2.39049577736993
-2.10741791310388,-1.28820493326861,-0.178590643378045,0.792125105163283,-8.04368981339566,-0.771963945651891,-1.99931579977199,0.242734717988624,-4.89690589814638,-0.955744990939415,-1.5742453335782,-0.848105022087963,-12.1180546155054,-0.555269049246373,1.85516943309435,-11.3617846663496,-11.7344928186228,-6.2189146894053,-3.53794496635712,1.900236776886,0.583773446422912,-0.835109106531566
-1.18006468871785,-0.886223417645773,-0.932767341356294,0.883796321340814,-3.02884919988403,-0.254509411749992,1.88096873650458,2.97456668355842,-0.644180647398442,-0.387686683136816,0.119003309336062,-1.2073265322298,-2.79090249976275,1.27680782282316,0.367191674070214,-4.4004001374285,-7.76349095442368,-1.0936829486293,-2.50667040831471,3.71281197367717,1.14083068666641,1.10907515783413
-2.982601997591,-2.41216863159126,-1.66793685478404,-0.333643728938341,-2.84450287863599,-1.89051117090526,2.80129041018047,-0.712661801223868,-3.71219932192843,0.779738595995375,-0.547745922333974,-2.04662812902652,3.45217917274646,-0.87996774555715,-3.13903034860543,2.86918430533303,-5.07371687560029,1.27151624613102,-0.944924894949642,2.30611354652594,2.32793364285696,0.712057015727826
-1.08202983972335,-8.30604057510535,1.28060081633871,0.169804954325794,-5.26065084965153,-1.01496922311761,3.64164922125533,-2.07895073635801,-5.51096192173621,1.26493084645716,-0.41449302858845,-3.8460098124786,10.7711904020221,0.544404245612645,-5.32349663493312,9.14696866193532,-1.18517058215308,4.58668289487525,1.04729157373818,-0.0098585045682032,3.37508231499436,1.73383646714906
-1.46034821511487,-3.44783924818793,-0.780254327988025,2.29414237113376,-1.96729311293092,-0.912883568386904,1.40204516972939,-1.36430012184424,-1.94046844682162,-0.86020993175146,-1.53123800942709,-3.03547158258564,10.5061311880644,2.27992379633256,-4.94620718491239,5.58295293237778,-0.997852074081705,4.64181699760336,1.89997899774882,1.71489582039547,0.892276703078738,-0.205586487901831
