Subcallosal.Gyrus:double,Transverse.Temporal.Gyrus:double,Rectal.Gyrus:double,Fusiform.Gyrus:double,Inferior.Occipital.Gyrus:double,Inferior.Temporal.Gyrus:double,Parahippocampal.Gyrus:double,Lingual.Gyrus:double,Middle.Occipital.Gyrus:double,Orbital.Gyrus:double,Middle.Temporal.Gyrus:double,Superior.Temporal.Gyrus:double,Superior.Occipital.Gyrus:double,Precentral.Gyrus:double,Inferior.Frontal.Gyrus:double,Angular.Gyrus:double,Supramarginal.Gyrus:double,Cingulate.Gyrus:double,Middle.Frontal.Gyrus:double,Postcentral.Gyrus:double,Superior.Frontal.Gyrus:double,Medial.Frontal.Gyrus:double
2.36031776310481,-5.64908432259857,-0.206367347897398,-4.04367030788311,-9.65074301337659,0.642888041511083,0.499803894121133,-7.25548105114495,-4.95370196980832,0.268434591629079,0.0840564155904298,-0.0913936141066504,14.7990689558294,-3.98365245753875,-4.66339691600682,7.14566724174196,13.910990371453,-2.03530341080816,-2.74989805229552,-1.17476199074549,-6.20930185648035,-1.79333212826379
7.71447014391889,-1.47327546916947,-0.654060589984976,2.25011608599421,-2.38276599675877,1.83476011208282,5.04294813043521,-0.557687070601435,1.00708524168369,-0.113136794285412,-0.743452202493039,-3.60352925426243,14.9725462592047,1.67519207065106,-2.77460511428996,12.6215611690727,3.94233558459282,1.48392417908967,1.72807065819979,4.07980929087207,-2.54010396754724,3.80406302255016
6.64673199147377,-3.17539334530874,1.65525335247794,-0.695208786584774,-3.7352832724045,-0.0478241104025429,4.0961295041484,-2.82895354040974,-0.0928714721017716,0.197658791129706,3.54850641022603,2.09568716563631,11.5619531193465,-1.56481584160905,-5.16405757622484,16.4056550102438,6.46245301235646,0.363119222972177,-1.88348967598212,-0.17489305145273,-2.16086036266737,3.13025576689204
4.70410330576949,0.584562048983311,0.569374479491372,-0.35964492562052,-0.438294840313807,0.356135374054983,3.50934801526062,-1.49928046057014,0.66642788883467,-0.31447865212559,3.02046714836076,2.44482349888028,15.1272895362546,-0.52367619431901,-2.39175430181139,14.6279487652554,4.97134265474432,2.25228172083809,-0.824579054841507,1.42113098227978,-0.181571041840421,5.54524610476154
5.08558408680603,-2.43340928629287,0.733002791055306,-1.2431923311128,-0.191800700486959,-0.312361434544412,3.58260366377206,-1.82866783108242,1.48498332449352,-0.510049124051303,2.4724300119109,2.00387974546874,9.44855550992935,-1.74138898747856,-1.58769529104994,8.15844243410747,1.69900451175598,0.00141167268867171,-1.5151974783782,0.537881392070121,0.547763994933475,5.54903403615864
5.80417433458338,-2.86930735113784,-0.079461712830268,0.184148996938345,4.63419914707638,0.531685463799082,2.47589644968256,-0.707115651946443,5.09279483487457,0.413447375352591,2.58439500087694,2.60285590540252,14.7357510403705,-3.24795422108813,-0.721880543940085,7.06713601680021,2.99543858339179,-0.199490921476922,-2.26534494659215,-2.64464182208277,-0.00285525234588119,5.13161956108359
5.71387404910155,0.616867854448996,0.461680967834667,-0.607620941466817,8.75970470237578,-1.25472393091445,2.09922637299243,2.94537607683681,5.62986241997792,0.455810846086085,2.49636211525832,4.28175197868091,15.9288761275781,-2.30337189514748,-1.62431006048197,2.76402951333345,3.68064486965147,-0.130426061658441,-1.41502145948328,-2.0964386601778,-2.20342878367793,1.58300267953611
2.74168323036051,-2.92488366953285,1.4614308330501,-0.778502146328601,10.3547159654118,-0.244589618685105,1.78259343370116,3.92880735526843,5.36618607980354,1.01744128814916,1.28833135505541,2.7405679653044,18.5679307715521,-0.907642009656608,-2.92498384067569,3.43912292370725,2.27462337053499,-1.73139374785594,-0.264227017051768,-0.307509122215635,-3.38395659906327,-0.236816608483651
5.12460187836034,-2.19456192308321,-0.883612117183963,-0.438494617646905,6.90923293618415,1.41508840048719,3.28599763180917,2.39317818334805,4.59176581435119,-1.57946129845818,3.57030272026812,1.9193038652726,26.5529149722924,-2.14076456461567,-5.36390188452105,12.2424162479215,7.04737408604279,-1.01239398006918,0.41703838070218,-0.347853208196002,-3.98443869850174,-0.607838302975907
5.79762999310095,-3.21216690620182,1.14455211713248,-0.707598355421621,-0.686744385307468,1.84731012660247,2.44943896731617,0.208488561076019,2.30660162362131,1.1480030862641,2.36227621089642,-0.802040321414159,22.6338287297993,-2.35273956002436,-6.24106419201822,12.8039094859764,4.55889701617436,0.396573241701275,1.51877473377912,0.142529081881229,-2.36487508199324,-0.410062403940311
3.85576757458239,-4.49769861888914,0.0607235359994193,-0.305813359652775,-1.25321599906232,-0.0909244403392776,1.87291744022252,4.5447384884515,0.780693507613428,-1.79926555768405,-0.925748173059825,-2.18346459475609,16.5706720440726,-2.8035669958831,-7.31647076316719,12.9636026378716,4.29919216092994,-0.814492082543614,3.79098204217859,0.0936377480154419,-0.40526574953764,-0.443488911376816
2.87201462280464,-5.05115706114493,0.592202139416861,0.346860369659332,0.589818094918798,2.4143846996619,3.38643305052768,3.66192796547516,1.74404146632802,0.344032769697397,-1.51377043160042,-2.54496895475314,13.6734449151124,-3.5832468721916,-4.57012159796798,8.56149570360765,2.46825952030981,-2.93558995280472,3.99366030590081,-1.37452720979256,-1.17561070113511,0.541882174714125
4.94737113776771,-2.26254223296928,0.626587927384807,1.5604228325151,0.902357896636504,0.774237546605951,3.16998579823219,4.51005699214637,1.59664549976472,0.437898068408452,-0.0917905647251953,-0.606553401405092,15.7221473429187,-3.66177918894988,-3.82201669642053,9.92758868318418,2.21609909431359,-3.4467203690816,3.56680952494561,-0.881965791543589,-1.17590993678566,1.57605085433271
4.22783711947161,-4.18185413436194,0.933580899903259,1.50487402891415,4.41440340609037,1.66763410049296,1.01357568333577,0.21912556846615,2.72850560792362,-0.468869661550909,0.810191427565427,-1.00821793471229,23.0367793274914,-3.3391639461579,-5.74215605852468,11.551881576601,3.92271088294095,-3.66788333137443,1.76042969931322,-1.4786779972369,-2.94616345648947,-0.180982872520978
4.51641256791632,-4.29909276532312,0.0925810569722096,2.29021395885683,5.67595462328056,1.70357436132297,0.617202705838471,-1.65086630556647,3.7096217908049,0.57982957981932,3.28217554527182,1.22003744532553,25.6373408688306,-2.95540114381602,-5.58053968428066,14.5243743838588,6.76809488619262,-2.27907883968303,0.804520829003419,-0.754663826872657,-2.54637126024603,0.980780994153096
5.90509748310185,-8.00425812585272,-0.360511601408343,0.786442622343034,4.54701154820723,0.991058329095902,2.19086686574033,-1.26991862995065,4.06999404840829,0.102195792519146,4.64416178839369,2.47821273870801,25.633831966936,-5.61049078192371,-4.74716757368855,19.9850671049568,8.80225110406834,-1.21030689400771,0.0190829140163835,-3.31992328045143,-3.12653334805589,1.22134245435502
5.6278918650282,-7.89735021595108,0.986502924761613,2.38356001937264,9.4475741808702,2.40608600381184,2.09456816304147,1.4619685953126,8.9496223807339,-0.933171023451436,7.07615015693109,3.98630794543561,33.1362526218081,-6.4244328604813,-4.30203972674784,19.9239597398954,10.125179536568,-0.741567494348651,-2.00588404564797,-4.06445635797264,-5.33664971991868,0.410701508084443
4.80279571369534,-5.08836903561766,0.538624635482073,2.02156614994569,9.97764252126962,1.84265738547069,0.228306597741531,0.124795370224134,8.74850678778183,-0.371870868092415,3.4081406508842,2.29432306550808,31.8146028334465,-5.88722737948882,-5.30515614345916,9.85105228867458,5.91688018369148,-1.49286064070485,-2.69038004998972,-4.68826305943656,-5.02672037583454,-0.301141844658531
3.52480902910333,-1.51731458485297,1.01435353075303,0.650461014062473,11.1372165694053,1.92677247407241,-1.09791783015931,-0.181438305216606,8.526647269552,0.115596258596189,1.50013327025313,2.4122580989254,25.8588826018514,-2.87887433894613,-5.42651682382213,3.52634475129427,3.877353045439,-0.874186333077514,-1.1044050990088,-1.90134338484276,-3.43674531580326,1.98581239612641
5.66493181125213,1.85581313634342,0.729889610574486,-1.22975538827748,10.1462963252771,0.0974312696172053,-2.10410512066087,-0.0567324310090704,6.48404382604425,0.870330356614388,1.57212801503746,3.13011304568776,18.4390919270228,-1.6893737388532,-4.92612176783696,4.26983712775444,2.75659812181059,-2.1455445714655,-1.3779591927051,-0.503697334191904,-3.79672453982531,1.05156423043879
3.56916406014175,2.81101412797125,0.141632874946451,0.580916942926117,10.5248817888855,0.134633772104817,-0.680255273763454,2.41891299284636,10.2306964572589,1.21333142596218,2.04412488523725,3.41788790579496,21.4652308089607,-0.288725579210067,-2.85397097550362,2.91152941805524,0.344615412806209,-2.80693535586973,-1.19104233107866,0.594675092516631,-7.97665804790034,-0.383886341720913
2.75850577577217,-6.98171160996942,1.11228332386892,-2.97752199232692,4.11297296022996,0.0383799815354725,-5.2363682894667,-6.67450203364994,1.82660516319574,2.29719946663957,-3.66387611914719,-3.05441732075292,11.3572992476648,-9.60692986001678,-7.84006444682174,-2.27857837780358,-6.10859508157414,-0.514577163392249,0.0868248669835604,-9.70622610471752,-1.75654584002833,2.94946067964683
3.61495695814344,-6.05236407747854,0.149740957341882,-5.9750721940363,1.41056983931104,-0.390330102091011,-6.75244416777086,-8.48697751049896,0.211769943854754,0.0531344786465551,-1.10187499811604,-2.38680263395602,7.8252972431354,-8.08398658127341,-7.18440218179176,5.00951374017838,-2.27303336133055,-7.70981456272582,-2.1057957418577,-8.97640092589453,-0.176387916209481,-1.77839470545746
4.1565176072555,-0.650943274556122,0.450105775365356,2.26826633779783,11.5076724261284,1.80650352122545,0.371517091323989,1.06148656230058,7.93619079923615,0.615636461983129,2.92012824833075,2.99073196618582,3.47922479537269,-1.00989574297968,-1.67698418041362,2.76580577200068,-1.00869942646312,-3.16130298517773,0.982533985736662,-1.10584937101382,-1.02618427644352,2.37254750296583
2.10918772310839,0.992550798797813,0.0761777779393222,3.24249360317523,7.04428072068195,2.1798808514849,2.73551548781797,1.85089018474789,1.66986772933977,1.5526054166493,0.542133620193057,0.918186479672751,-4.99091809562369,1.98534265486407,-1.44781044268721,-10.7697022823364,-2.75559327697147,-3.64282395364574,2.50133466865377,1.45542855992435,1.0840650792692,3.20228730491664
1.80696730570207,5.07811814258331,-0.244243034936203,2.06760960209625,5.53039472297187,0.899801888687301,2.40955102171103,2.96123335684335,-0.287199265834648,1.97044134264506,0.384141117470993,-0.104439093495685,-1.7751314298538,5.04172861225793,0.923119031387541,-10.387010422833,-1.26371491285604,-0.496510821886386,2.66060630689367,5.77743286691968,2.804360150929,5.96082470039543
-0.744143644963382,-1.75424124319974,0.183743336738777,-3.61638566543922,-10.2739855670016,-0.882733367167398,-4.29637630699666,-6.84748392141328,-14.4450101862864,-1.39525576002958,-5.76384925983547,-5.55714475331905,-24.1734152073174,-0.0207378707979151,1.76580424181034,-19.896118649489,-13.3930643341165,-4.70596352862894,-2.07965109954383,-0.36983645002739,-0.865299061464366,-0.271840310598329
-0.559145128888056,3.13547264144873,0.0200368929642479,-6.83949219943117,-9.25886014923903,-1.06172491607909,-6.76226649830521,-7.03526165002204,-11.1735650320164,-1.21818589137464,-3.59183751172617,-4.0199304997975,-22.0557694280143,2.48794320569657,5.45024518858152,-18.1970269623045,-12.0936415407532,-0.577582135144547,-2.60943755065861,3.22362060908272,0.515087442089176,1.91429227193568
-4.50003714607188,6.7672597965285,0.569937633740228,2.2582900001203,0.545770976260061,2.42382724195216,-2.56811955221478,4.54790017101717,-4.70286380302378,-0.155049051390089,1.26017636179857,1.55720366706892,-17.2921940919451,6.3677718417409,9.73644187170109,-10.4397353612793,-3.16544653276571,4.37076671232411,2.90124695354926,3.62780404425018,4.78551966158977,4.27922244799744
-5.39481969651493,5.21112022203996,0.444445559066713,0.486960933215369,-0.400092190504733,0.764923106926364,-2.17393546872495,3.48200154170472,-5.31290649930913,-1.47364524007595,1.59219236073894,1.06425774728031,-17.0226891991093,3.74874803733562,10.1443942911688,-8.66424384641384,-3.24847931015403,0.739083013776926,3.20240241307979,1.04271385547526,4.07599759703728,1.50295021758679
1.08850721978287,0.00705391798306643,1.24176066894369,0.168086292777916,7.21355035046698,2.81656267884344,-0.169714247836318,4.44704246204001,1.90630687912792,-0.923074457432223,3.51421048509482,-0.858768259163464,-3.20725474950701,-2.04912820751954,5.96410244698459,-1.48055241770773,-3.30273987291862,-1.67263323078636,-0.66597117206707,-6.18164995724214,0.626521248431739,0.265475580704022
-1.31505639717851,0.74506088435751,2.85908296337119,0.165981733782058,20.4766985991749,9.6647459577035,0.574544110451682,4.94302293202302,0.864776332286983,0.3533632965411,8.61623073486638,-1.33187435226228,-1.26589074313821,-4.30585689282457,4.8455663391488,-6.81866107516105,-0.298228221059266,-2.19438202136568,-2.20387380189109,0.159410319823352,-1.75290938422692,1.53679853734871
-3.57851054739908,-3.74485887883655,1.13631244234917,18.4383061337613,14.8193525556193,3.59947294350653,6.20883960613868,3.52994295165417,-4.7774981398314,0.0574680218440137,3.56825311005368,3.87493946798365,1.72140281999698,0.818561981420686,5.22878596766103,-2.29856981877372,6.45505564542408,-2.75616335796087,4.40869452360767,-3.89819845450517,5.61770569906159,5.34691908752127
0.782144769121161,-0.492705371599099,0.466349105877664,14.5505320010302,7.2115122198,5.21774363625238,-0.606827760775005,2.73780252093364,-6.96051653722774,1.67693971847654,3.51027761065637,5.7016732015746,3.03462593989855,-0.0258715847841398,4.01376133252182,2.30972135145385,8.1071117265315,-0.777977240571551,4.12173380442881,2.26961686094904,5.67836649829688,6.28583723122141
-1.56209044761778,-2.71847859392992,1.06739295395665,12.0136466018427,5.30317759171708,6.38855803594131,-3.17245799028979,1.50660163986059,-9.27427885990195,1.98537838643864,3.10230423667475,-0.981673151489538,-6.50622138343334,-2.94915759143849,-0.259507566269317,-1.1037875644778,8.32794002226308,-0.51982366919839,1.71524404057296,-2.19184144753854,4.68907301347916,3.19355296844927
5.5887838023841,-12.5021785458294,-1.41885601341385,8.44764993619853,2.24434867137041,6.40391614257312,-2.78805108240517,-0.383659691563875,-4.63878510785388,1.56378402573033,4.50433298810891,-2.95509959120873,1.29886085000112,-5.27129603854276,-4.34102072871216,4.79090343343103,8.61754053261836,-3.66170264384123,-0.220774767960393,-8.47257337996934,1.21982524460837,-2.91993370079517
7.30276751912679,-20.1538052272975,0.419602203766142,8.63254200409806,6.29502545875997,3.19081795614795,0.586392962878356,0.857018526659296,1.17596471891649,2.76145663635162,0.396363864958454,-4.75860611758294,2.07987264020205,-11.182286926097,-8.54077815480687,4.31379434518051,5.16591325759785,-2.10361416450015,-2.09632262117112,-12.0325789363425,-3.18937680831553,-2.52462277651192
10.3378607026103,-15.5833586383338,1.43626760549665,11.5683228055409,22.2852079538862,1.89026347666564,8.720874145561,3.73863629453032,12.4599706204091,4.34539621830251,-1.51160313277635,-5.46219273061234,3.44681398716934,-10.932130254101,-9.19877984455315,-10.3451148292298,-2.78694180279868,0.334441768825582,-4.95139951905894,-13.4118581166584,-5.6885331452924,-1.29051425870107
8.05106335283466,-8.03083877893885,1.26854019177764,5.62499234052726,15.0248961567484,-0.264747295873623,10.4253924656427,3.26119361204921,10.8232325966239,4.41190277158298,-1.03956800509544,-1.56585943029692,1.82968489090329,-5.5408260225547,-6.80502579795146,-4.44582408979933,0.028975351428771,3.94246515613503,-3.64600546162422,-8.57041092091665,-1.9976437663225,3.61239185263755
7.1593754697998,-3.55624564911228,1.17131996260915,-0.477449390942928,4.1240900673472,-2.05621436147,11.6999479231237,-1.99530952078367,4.14575064756098,2.71577629619306,2.70246924800083,2.91039378336356,-0.611514648596484,-3.29837423145833,-4.25951601500121,3.08166656347175,4.22366472028032,7.0104559974286,-2.55014044886663,-5.54823734911767,1.29329132859449,8.72409555750388
7.68979705350579,-2.6995792488541,1.03060691799116,-5.76900238886946,-0.707022985709754,0.913862279876531,8.94454051800389,1.72912689603145,6.24752477322048,2.97951679213273,3.22450862651291,1.77656691036882,0.973215368670166,-3.77477488081181,-3.41225049570299,3.20735713058328,2.21712630375559,6.9084142927062,-2.54380448078649,-5.57533740126148,1.73427213945852,9.53459685589774
